word,firstLetter,secondLetter,thirdLetter,fourthLetter,fifthLetter,top5FirstLetter,top5SecondLetter,top5ThirdLetter,top5FourthLetter,top5FifthLetter,numberOfTop5Letters
AQUAE,A,Q,U,A,E,0,0,0,1,1,2
AQUAS,A,Q,U,A,S,0,0,0,1,1,2
ARABA,A,R,A,B,A,0,0,1,0,1,2
ARAKS,A,R,A,K,S,0,0,1,0,1,2
ARAME,A,R,A,M,E,0,0,1,0,1,2
ARARS,A,R,A,R,S,0,0,1,0,1,2
ARBAH,A,R,B,A,H,0,0,0,1,0,1
ARBAS,A,R,B,A,S,0,0,0,1,1,2
ARCED,A,R,C,E,D,0,0,0,1,1,2
ARCHI,A,R,C,H,I,0,0,0,0,0,0
ARCOS,A,R,C,O,S,0,0,0,0,1,1
ARCUS,A,R,C,U,S,0,0,0,0,1,1
ARDEB,A,R,D,E,B,0,0,0,1,0,1
ARDRI,A,R,D,R,I,0,0,0,0,0,0
AREAD,A,R,E,A,D,0,0,0,1,1,2
AREAE,A,R,E,A,E,0,0,0,1,1,2
AREAL,A,R,E,A,L,0,0,0,1,0,1
AREAR,A,R,E,A,R,0,0,0,1,0,1
AREAS,A,R,E,A,S,0,0,0,1,1,2
ARECA,A,R,E,C,A,0,0,0,0,1,1
AREDD,A,R,E,D,D,0,0,0,0,1,1
AREDE,A,R,E,D,E,0,0,0,0,1,1
AREFY,A,R,E,F,Y,0,0,0,0,1,1
AREIC,A,R,E,I,C,0,0,0,1,0,1
ARENE,A,R,E,N,E,0,0,0,1,1,2
AREPA,A,R,E,P,A,0,0,0,0,1,1
ARERE,A,R,E,R,E,0,0,0,0,1,1
ARETE,A,R,E,T,E,0,0,0,1,1,2
ARETS,A,R,E,T,S,0,0,0,1,1,2
ARETT,A,R,E,T,T,0,0,0,1,0,1
ARGAL,A,R,G,A,L,0,0,0,1,0,1
ARGAN,A,R,G,A,N,0,0,0,1,0,1
ARGIL,A,R,G,I,L,0,0,0,1,0,1
ARGLE,A,R,G,L,E,0,0,0,0,1,1
ARGOL,A,R,G,O,L,0,0,0,0,0,0
ARGON,A,R,G,O,N,0,0,0,0,0,0
ARGOT,A,R,G,O,T,0,0,0,0,0,0
ARGUS,A,R,G,U,S,0,0,0,0,1,1
ARHAT,A,R,H,A,T,0,0,0,1,0,1
ARIAS,A,R,I,A,S,0,0,1,1,1,3
ARIEL,A,R,I,E,L,0,0,1,1,0,2
ARIKI,A,R,I,K,I,0,0,1,0,0,1
ARILS,A,R,I,L,S,0,0,1,0,1,2
ARIOT,A,R,I,O,T,0,0,1,0,0,1
ARISH,A,R,I,S,H,0,0,1,0,0,1
ARITH,A,R,I,T,H,0,0,1,1,0,2
ARKED,A,R,K,E,D,0,0,0,1,1,2
ARLED,A,R,L,E,D,0,0,0,1,1,2
ARLES,A,R,L,E,S,0,0,0,1,1,2
ARMED,A,R,M,E,D,0,0,0,1,1,2
ARMER,A,R,M,E,R,0,0,0,1,0,1
ARMET,A,R,M,E,T,0,0,0,1,0,1
ARMIL,A,R,M,I,L,0,0,0,1,0,1
ARNAS,A,R,N,A,S,0,0,1,1,1,3
ARNIS,A,R,N,I,S,0,0,1,1,1,3
ARNUT,A,R,N,U,T,0,0,1,0,0,1
AROBA,A,R,O,B,A,0,0,1,0,1,2
AROHA,A,R,O,H,A,0,0,1,0,1,2
AROID,A,R,O,I,D,0,0,1,1,1,3
ARPAS,A,R,P,A,S,0,0,0,1,1,2
ARPEN,A,R,P,E,N,0,0,0,1,0,1
ARRAH,A,R,R,A,H,0,0,1,1,0,2
ARRAS,A,R,R,A,S,0,0,1,1,1,3
ARRET,A,R,R,E,T,0,0,1,1,0,2
ARRIS,A,R,R,I,S,0,0,1,1,1,3
ARROZ,A,R,R,O,Z,0,0,1,0,0,1
ARSED,A,R,S,E,D,0,0,0,1,1,2
ARSES,A,R,S,E,S,0,0,0,1,1,2
ARSEY,A,R,S,E,Y,0,0,0,1,1,2
ARSIS,A,R,S,I,S,0,0,0,1,1,2
ARTAL,A,R,T,A,L,0,0,0,1,0,1
ARTEL,A,R,T,E,L,0,0,0,1,0,1
ARTER,A,R,T,E,R,0,0,0,1,0,1
ARTIC,A,R,T,I,C,0,0,0,1,0,1
ARTIS,A,R,T,I,S,0,0,0,1,1,2
ARTLY,A,R,T,L,Y,0,0,0,0,1,1
ARUHE,A,R,U,H,E,0,0,0,0,1,1
ARUMS,A,R,U,M,S,0,0,0,0,1,1
ARVAL,A,R,V,A,L,0,0,0,1,0,1
ARVEE,A,R,V,E,E,0,0,0,1,1,2
ARVOS,A,R,V,O,S,0,0,0,0,1,1
ARYLS,A,R,Y,L,S,0,0,0,0,1,1
ASADA,A,S,A,D,A,0,0,1,0,1,2
ASANA,A,S,A,N,A,0,0,1,1,1,3
ASCON,A,S,C,O,N,0,0,0,0,0,0
ASCUS,A,S,C,U,S,0,0,0,0,1,1
ASDIC,A,S,D,I,C,0,0,0,1,0,1
ASHED,A,S,H,E,D,0,0,0,1,1,2
ASHES,A,S,H,E,S,0,0,0,1,1,2
ASHET,A,S,H,E,T,0,0,0,1,0,1
ASITY,A,S,I,T,Y,0,0,1,1,1,3
ASKAR,A,S,K,A,R,0,0,0,1,0,1
ASKED,A,S,K,E,D,0,0,0,1,1,2
ASKER,A,S,K,E,R,0,0,0,1,0,1
ASKOI,A,S,K,O,I,0,0,0,0,0,0
ASKOS,A,S,K,O,S,0,0,0,0,1,1
ASPEN,A,S,P,E,N,0,0,0,1,0,1
ASPER,A,S,P,E,R,0,0,0,1,0,1
ASPIC,A,S,P,I,C,0,0,0,1,0,1
ASPIE,A,S,P,I,E,0,0,0,1,1,2
ASPIS,A,S,P,I,S,0,0,0,1,1,2
ASPRO,A,S,P,R,O,0,0,0,0,0,0
ASSAI,A,S,S,A,I,0,0,0,1,0,1
ASSAM,A,S,S,A,M,0,0,0,1,0,1
ASSED,A,S,S,E,D,0,0,0,1,1,2
ASSES,A,S,S,E,S,0,0,0,1,1,2
ASSEZ,A,S,S,E,Z,0,0,0,1,0,1
ASSOT,A,S,S,O,T,0,0,0,0,0,0
ASTER,A,S,T,E,R,0,0,0,1,0,1
ASTIR,A,S,T,I,R,0,0,0,1,0,1
ASTUN,A,S,T,U,N,0,0,0,0,0,0
ASURA,A,S,U,R,A,0,0,0,0,1,1
ASWAY,A,S,W,A,Y,0,0,0,1,1,2
ASWIM,A,S,W,I,M,0,0,0,1,0,1
ASYLA,A,S,Y,L,A,0,0,0,0,1,1
ATAPS,A,T,A,P,S,0,0,1,0,1,2
ATAXY,A,T,A,X,Y,0,0,1,0,1,2
ATIGI,A,T,I,G,I,0,0,1,0,0,1
ATILT,A,T,I,L,T,0,0,1,0,0,1
ATIMY,A,T,I,M,Y,0,0,1,0,1,2
ATLAS,A,T,L,A,S,0,0,0,1,1,2
ATMAN,A,T,M,A,N,0,0,0,1,0,1
ATMAS,A,T,M,A,S,0,0,0,1,1,2
ATMOS,A,T,M,O,S,0,0,0,0,1,1
ATOCS,A,T,O,C,S,0,0,1,0,1,2
ATOKE,A,T,O,K,E,0,0,1,0,1,2
ATOKS,A,T,O,K,S,0,0,1,0,1,2
ATOMS,A,T,O,M,S,0,0,1,0,1,2
ATOMY,A,T,O,M,Y,0,0,1,0,1,2
ATONY,A,T,O,N,Y,0,0,1,1,1,3
ATOPY,A,T,O,P,Y,0,0,1,0,1,2
ATRIA,A,T,R,I,A,0,0,1,1,1,3
ATRIP,A,T,R,I,P,0,0,1,1,0,2
ATTAP,A,T,T,A,P,0,0,0,1,0,1
ATTAR,A,T,T,A,R,0,0,0,1,0,1
ATTAS,A,T,T,A,S,0,0,0,1,1,2
ATTER,A,T,T,E,R,0,0,0,1,0,1
ATUAS,A,T,U,A,S,0,0,0,1,1,2
AUCHT,A,U,C,H,T,0,1,0,0,0,1
AUDAD,A,U,D,A,D,0,1,0,1,1,3
AUDAX,A,U,D,A,X,0,1,0,1,0,2
AUGEN,A,U,G,E,N,0,1,0,1,0,2
AUGER,A,U,G,E,R,0,1,0,1,0,2
AUGES,A,U,G,E,S,0,1,0,1,1,3
AUGHT,A,U,G,H,T,0,1,0,0,0,1
AULAS,A,U,L,A,S,0,1,0,1,1,3
AULIC,A,U,L,I,C,0,1,0,1,0,2
AULOI,A,U,L,O,I,0,1,0,0,0,1
AULOS,A,U,L,O,S,0,1,0,0,1,2
AUMIL,A,U,M,I,L,0,1,0,1,0,2
AUNES,A,U,N,E,S,0,1,1,1,1,4
AUNTS,A,U,N,T,S,0,1,1,1,1,4
AURAE,A,U,R,A,E,0,1,1,1,1,4
AURAL,A,U,R,A,L,0,1,1,1,0,3
AURAR,A,U,R,A,R,0,1,1,1,0,3
AURAS,A,U,R,A,S,0,1,1,1,1,4
AUREI,A,U,R,E,I,0,1,1,1,0,3
AURES,A,U,R,E,S,0,1,1,1,1,4
AURIC,A,U,R,I,C,0,1,1,1,0,3
AURIS,A,U,R,I,S,0,1,1,1,1,4
AURUM,A,U,R,U,M,0,1,1,0,0,2
AUTOS,A,U,T,O,S,0,1,0,0,1,2
AUXIN,A,U,X,I,N,0,1,0,1,0,2
AVALE,A,V,A,L,E,0,0,1,0,1,2
AVANT,A,V,A,N,T,0,0,1,1,0,2
AVAST,A,V,A,S,T,0,0,1,0,0,1
AVELS,A,V,E,L,S,0,0,0,0,1,1
AVENS,A,V,E,N,S,0,0,0,1,1,2
AVERS,A,V,E,R,S,0,0,0,0,1,1
AVGAS,A,V,G,A,S,0,0,0,1,1,2
AVINE,A,V,I,N,E,0,0,1,1,1,3
AVION,A,V,I,O,N,0,0,1,0,0,1
AVISE,A,V,I,S,E,0,0,1,0,1,2
AVISO,A,V,I,S,O,0,0,1,0,0,1
AVIZE,A,V,I,Z,E,0,0,1,0,1,2
AVOWS,A,V,O,W,S,0,0,1,0,1,2
AVYZE,A,V,Y,Z,E,0,0,0,0,1,1
AWARI,A,W,A,R,I,0,0,1,0,0,1
AWARN,A,W,A,R,N,0,0,1,0,0,1
AWATO,A,W,A,T,O,0,0,1,1,0,2
AWAVE,A,W,A,V,E,0,0,1,0,1,2
AWAYS,A,W,A,Y,S,0,0,1,0,1,2
AWDLS,A,W,D,L,S,0,0,0,0,1,1
AWEEL,A,W,E,E,L,0,0,0,1,0,1
AWETO,A,W,E,T,O,0,0,0,1,0,1
AWING,A,W,I,N,G,0,0,1,1,0,2
AWKIN,A,W,K,I,N,0,0,0,1,0,1
AWMRY,A,W,M,R,Y,0,0,0,0,1,1
AWNED,A,W,N,E,D,0,0,1,1,1,3
AWNER,A,W,N,E,R,0,0,1,1,0,2
AWOLS,A,W,O,L,S,0,0,1,0,1,2
AWORK,A,W,O,R,K,0,0,1,0,0,1
AXELS,A,X,E,L,S,0,0,0,0,1,1
AXILE,A,X,I,L,E,0,0,1,0,1,2
AXILS,A,X,I,L,S,0,0,1,0,1,2
AXING,A,X,I,N,G,0,0,1,1,0,2
AXITE,A,X,I,T,E,0,0,1,1,1,3
AXLED,A,X,L,E,D,0,0,0,1,1,2
AXLES,A,X,L,E,S,0,0,0,1,1,2
AXMAN,A,X,M,A,N,0,0,0,1,0,1
AXMEN,A,X,M,E,N,0,0,0,1,0,1
AXOID,A,X,O,I,D,0,0,1,1,1,3
AXONE,A,X,O,N,E,0,0,1,1,1,3
AXONS,A,X,O,N,S,0,0,1,1,1,3
AYAHS,A,Y,A,H,S,0,0,1,0,1,2
AYAYA,A,Y,A,Y,A,0,0,1,0,1,2
AYELP,A,Y,E,L,P,0,0,0,0,0,0
AYGRE,A,Y,G,R,E,0,0,0,0,1,1
AYINS,A,Y,I,N,S,0,0,1,1,1,3
AYMAG,A,Y,M,A,G,0,0,0,1,0,1
AYONT,A,Y,O,N,T,0,0,1,1,0,2
AYRES,A,Y,R,E,S,0,0,1,1,1,3
AYRIE,A,Y,R,I,E,0,0,1,1,1,3
AZANS,A,Z,A,N,S,0,0,1,1,1,3
AZIDE,A,Z,I,D,E,0,0,1,0,1,2
AZIDO,A,Z,I,D,O,0,0,1,0,0,1
AZINE,A,Z,I,N,E,0,0,1,1,1,3
AZLON,A,Z,L,O,N,0,0,0,0,0,0
AZOIC,A,Z,O,I,C,0,0,1,1,0,2
AZOLE,A,Z,O,L,E,0,0,1,0,1,2
AZONS,A,Z,O,N,S,0,0,1,1,1,3
AZOTE,A,Z,O,T,E,0,0,1,1,1,3
AZOTH,A,Z,O,T,H,0,0,1,1,0,2
AZUKI,A,Z,U,K,I,0,0,0,0,0,0
AZURN,A,Z,U,R,N,0,0,0,0,0,0
AZURY,A,Z,U,R,Y,0,0,0,0,1,1
AZYGY,A,Z,Y,G,Y,0,0,0,0,1,1
AZYME,A,Z,Y,M,E,0,0,0,0,1,1
AZYMS,A,Z,Y,M,S,0,0,0,0,1,1
BAAED,B,A,A,E,D,1,1,1,1,1,5
BAALS,B,A,A,L,S,1,1,1,0,1,4
BAAPS,B,A,A,P,S,1,1,1,0,1,4
BABAS,B,A,B,A,S,1,1,0,1,1,4
BABBY,B,A,B,B,Y,1,1,0,0,1,3
BABEL,B,A,B,E,L,1,1,0,1,0,3
BABES,B,A,B,E,S,1,1,0,1,1,4
BABKA,B,A,B,K,A,1,1,0,0,1,3
BABOO,B,A,B,O,O,1,1,0,0,0,2
BABUL,B,A,B,U,L,1,1,0,0,0,2
BABUS,B,A,B,U,S,1,1,0,0,1,3
BACCA,B,A,C,C,A,1,1,0,0,1,3
BACCO,B,A,C,C,O,1,1,0,0,0,2
BACCY,B,A,C,C,Y,1,1,0,0,1,3
BACHA,B,A,C,H,A,1,1,0,0,1,3
BACHS,B,A,C,H,S,1,1,0,0,1,3
BACKS,B,A,C,K,S,1,1,0,0,1,3
BACKY,B,A,C,K,Y,1,1,0,0,1,3
BACNE,B,A,C,N,E,1,1,0,1,1,4
BADAM,B,A,D,A,M,1,1,0,1,0,3
BADDY,B,A,D,D,Y,1,1,0,0,1,3
BAELS,B,A,E,L,S,1,1,0,0,1,3
BAFFS,B,A,F,F,S,1,1,0,0,1,3
BAFFY,B,A,F,F,Y,1,1,0,0,1,3
BAFTA,B,A,F,T,A,1,1,0,1,1,4
BAFTS,B,A,F,T,S,1,1,0,1,1,4
BAGHS,B,A,G,H,S,1,1,0,0,1,3
BAGIE,B,A,G,I,E,1,1,0,1,1,4
BAGSY,B,A,G,S,Y,1,1,0,0,1,3
BAGUA,B,A,G,U,A,1,1,0,0,1,3
BAHTS,B,A,H,T,S,1,1,0,1,1,4
BAHUS,B,A,H,U,S,1,1,0,0,1,3
BAHUT,B,A,H,U,T,1,1,0,0,0,2
BAIKS,B,A,I,K,S,1,1,1,0,1,4
BAILE,B,A,I,L,E,1,1,1,0,1,4
BAILS,B,A,I,L,S,1,1,1,0,1,4
BAIRN,B,A,I,R,N,1,1,1,0,0,3
BAISA,B,A,I,S,A,1,1,1,0,1,4
BAITH,B,A,I,T,H,1,1,1,1,0,4
BAITS,B,A,I,T,S,1,1,1,1,1,5
BAIZA,B,A,I,Z,A,1,1,1,0,1,4
BAIZE,B,A,I,Z,E,1,1,1,0,1,4
BAJAN,B,A,J,A,N,1,1,0,1,0,3
BAJRA,B,A,J,R,A,1,1,0,0,1,3
BAJRI,B,A,J,R,I,1,1,0,0,0,2
BAJUS,B,A,J,U,S,1,1,0,0,1,3
BAKED,B,A,K,E,D,1,1,0,1,1,4
BAKEN,B,A,K,E,N,1,1,0,1,0,3
BAKES,B,A,K,E,S,1,1,0,1,1,4
BAKRA,B,A,K,R,A,1,1,0,0,1,3
BALAS,B,A,L,A,S,1,1,0,1,1,4
BALDS,B,A,L,D,S,1,1,0,0,1,3
BALDY,B,A,L,D,Y,1,1,0,0,1,3
BALED,B,A,L,E,D,1,1,0,1,1,4
BALES,B,A,L,E,S,1,1,0,1,1,4
BALKS,B,A,L,K,S,1,1,0,0,1,3
BALKY,B,A,L,K,Y,1,1,0,0,1,3
BALLO,B,A,L,L,O,1,1,0,0,0,2
BALLS,B,A,L,L,S,1,1,0,0,1,3
BALLY,B,A,L,L,Y,1,1,0,0,1,3
BALMS,B,A,L,M,S,1,1,0,0,1,3
BALOI,B,A,L,O,I,1,1,0,0,0,2
BALON,B,A,L,O,N,1,1,0,0,0,2
BALOO,B,A,L,O,O,1,1,0,0,0,2
BALOT,B,A,L,O,T,1,1,0,0,0,2
BALSA,B,A,L,S,A,1,1,0,0,1,3
BALTI,B,A,L,T,I,1,1,0,1,0,3
BALUN,B,A,L,U,N,1,1,0,0,0,2
BALUS,B,A,L,U,S,1,1,0,0,1,3
BALUT,B,A,L,U,T,1,1,0,0,0,2
BAMAS,B,A,M,A,S,1,1,0,1,1,4
BAMBI,B,A,M,B,I,1,1,0,0,0,2
BAMMA,B,A,M,M,A,1,1,0,0,1,3
BAMMY,B,A,M,M,Y,1,1,0,0,1,3
BANAK,B,A,N,A,K,1,1,1,1,0,4
BANCO,B,A,N,C,O,1,1,1,0,0,3
BANCS,B,A,N,C,S,1,1,1,0,1,4
BANDA,B,A,N,D,A,1,1,1,0,1,4
BANDH,B,A,N,D,H,1,1,1,0,0,3
BANDS,B,A,N,D,S,1,1,1,0,1,4
BANDY,B,A,N,D,Y,1,1,1,0,1,4
BANED,B,A,N,E,D,1,1,1,1,1,5
BANES,B,A,N,E,S,1,1,1,1,1,5
BANGS,B,A,N,G,S,1,1,1,0,1,4
BANIA,B,A,N,I,A,1,1,1,1,1,5
BANKS,B,A,N,K,S,1,1,1,0,1,4
BANKY,B,A,N,K,Y,1,1,1,0,1,4
BANNS,B,A,N,N,S,1,1,1,1,1,5
BANTS,B,A,N,T,S,1,1,1,1,1,5
BANTU,B,A,N,T,U,1,1,1,1,0,4
BANTY,B,A,N,T,Y,1,1,1,1,1,5
BANTZ,B,A,N,T,Z,1,1,1,1,0,4
BANYA,B,A,N,Y,A,1,1,1,0,1,4
BAONS,B,A,O,N,S,1,1,1,1,1,5
BAOZI,B,A,O,Z,I,1,1,1,0,0,3
BAPPU,B,A,P,P,U,1,1,0,0,0,2
BAPUS,B,A,P,U,S,1,1,0,0,1,3
BARBE,B,A,R,B,E,1,1,1,0,1,4
BARBS,B,A,R,B,S,1,1,1,0,1,4
BARBY,B,A,R,B,Y,1,1,1,0,1,4
BARCA,B,A,R,C,A,1,1,1,0,1,4
BARDE,B,A,R,D,E,1,1,1,0,1,4
BARDO,B,A,R,D,O,1,1,1,0,0,3
BARDS,B,A,R,D,S,1,1,1,0,1,4
BARDY,B,A,R,D,Y,1,1,1,0,1,4
BARED,B,A,R,E,D,1,1,1,1,1,5
BARER,B,A,R,E,R,1,1,1,1,0,4
BARES,B,A,R,E,S,1,1,1,1,1,5
BARFI,B,A,R,F,I,1,1,1,0,0,3
BARFS,B,A,R,F,S,1,1,1,0,1,4
BARFY,B,A,R,F,Y,1,1,1,0,1,4
BARIC,B,A,R,I,C,1,1,1,1,0,4
BARKS,B,A,R,K,S,1,1,1,0,1,4
BARKY,B,A,R,K,Y,1,1,1,0,1,4
BARMS,B,A,R,M,S,1,1,1,0,1,4
BARMY,B,A,R,M,Y,1,1,1,0,1,4
BARNS,B,A,R,N,S,1,1,1,1,1,5
BARNY,B,A,R,N,Y,1,1,1,1,1,5
BARPS,B,A,R,P,S,1,1,1,0,1,4
BARRA,B,A,R,R,A,1,1,1,0,1,4
BARRE,B,A,R,R,E,1,1,1,0,1,4
BARRO,B,A,R,R,O,1,1,1,0,0,3
BARRY,B,A,R,R,Y,1,1,1,0,1,4
BARYE,B,A,R,Y,E,1,1,1,0,1,4
BASAN,B,A,S,A,N,1,1,0,1,0,3
BASAS,B,A,S,A,S,1,1,0,1,1,4
BASED,B,A,S,E,D,1,1,0,1,1,4
BASEN,B,A,S,E,N,1,1,0,1,0,3
BASER,B,A,S,E,R,1,1,0,1,0,3
BASES,B,A,S,E,S,1,1,0,1,1,4
BASHA,B,A,S,H,A,1,1,0,0,1,3
BASHO,B,A,S,H,O,1,1,0,0,0,2
BASIJ,B,A,S,I,J,1,1,0,1,0,3
BASKS,B,A,S,K,S,1,1,0,0,1,3
BASON,B,A,S,O,N,1,1,0,0,0,2
BASSE,B,A,S,S,E,1,1,0,0,1,3
BASSI,B,A,S,S,I,1,1,0,0,0,2
BASSO,B,A,S,S,O,1,1,0,0,0,2
BASSY,B,A,S,S,Y,1,1,0,0,1,3
BASTA,B,A,S,T,A,1,1,0,1,1,4
BASTI,B,A,S,T,I,1,1,0,1,0,3
BASTO,B,A,S,T,O,1,1,0,1,0,3
BASTS,B,A,S,T,S,1,1,0,1,1,4
BATED,B,A,T,E,D,1,1,0,1,1,4
BATES,B,A,T,E,S,1,1,0,1,1,4
BATHS,B,A,T,H,S,1,1,0,0,1,3
BATIK,B,A,T,I,K,1,1,0,1,0,3
BATOS,B,A,T,O,S,1,1,0,0,1,3
BATTA,B,A,T,T,A,1,1,0,1,1,4
BATTS,B,A,T,T,S,1,1,0,1,1,4
BATTU,B,A,T,T,U,1,1,0,1,0,3
BAUDS,B,A,U,D,S,1,1,0,0,1,3
BAUKS,B,A,U,K,S,1,1,0,0,1,3
BAULK,B,A,U,L,K,1,1,0,0,0,2
BAURS,B,A,U,R,S,1,1,0,0,1,3
BAVIN,B,A,V,I,N,1,1,0,1,0,3
BAWDS,B,A,W,D,S,1,1,0,0,1,3
BAWKS,B,A,W,K,S,1,1,0,0,1,3
BAWLS,B,A,W,L,S,1,1,0,0,1,3
BAWNS,B,A,W,N,S,1,1,0,1,1,4
BAWRS,B,A,W,R,S,1,1,0,0,1,3
BAWTY,B,A,W,T,Y,1,1,0,1,1,4
BAYAS,B,A,Y,A,S,1,1,0,1,1,4
BAYED,B,A,Y,E,D,1,1,0,1,1,4
BAYER,B,A,Y,E,R,1,1,0,1,0,3
BAYES,B,A,Y,E,S,1,1,0,1,1,4
BAYLE,B,A,Y,L,E,1,1,0,0,1,3
BAYTS,B,A,Y,T,S,1,1,0,1,1,4
BAZAR,B,A,Z,A,R,1,1,0,1,0,3
BAZAS,B,A,Z,A,S,1,1,0,1,1,4
BAZOO,B,A,Z,O,O,1,1,0,0,0,2
BBALL,B,B,A,L,L,1,0,1,0,0,2
BDAYS,B,D,A,Y,S,1,0,1,0,1,3
BEADS,B,E,A,D,S,1,1,1,0,1,4
BEAKS,B,E,A,K,S,1,1,1,0,1,4
BEAKY,B,E,A,K,Y,1,1,1,0,1,4
BEALS,B,E,A,L,S,1,1,1,0,1,4
BEAMS,B,E,A,M,S,1,1,1,0,1,4
BEAMY,B,E,A,M,Y,1,1,1,0,1,4
BEANO,B,E,A,N,O,1,1,1,1,0,4
BEANS,B,E,A,N,S,1,1,1,1,1,5
BEANY,B,E,A,N,Y,1,1,1,1,1,5
BEARE,B,E,A,R,E,1,1,1,0,1,4
BEARS,B,E,A,R,S,1,1,1,0,1,4
BEATH,B,E,A,T,H,1,1,1,1,0,4
BEATS,B,E,A,T,S,1,1,1,1,1,5
BEATY,B,E,A,T,Y,1,1,1,1,1,5
BEAUS,B,E,A,U,S,1,1,1,0,1,4
BEAUT,B,E,A,U,T,1,1,1,0,0,3
BEAUX,B,E,A,U,X,1,1,1,0,0,3
BEBOP,B,E,B,O,P,1,1,0,0,0,2
BECAP,B,E,C,A,P,1,1,0,1,0,3
BECKE,B,E,C,K,E,1,1,0,0,1,3
BECKS,B,E,C,K,S,1,1,0,0,1,3
BEDAD,B,E,D,A,D,1,1,0,1,1,4
BEDEL,B,E,D,E,L,1,1,0,1,0,3
BEDES,B,E,D,E,S,1,1,0,1,1,4
BEDEW,B,E,D,E,W,1,1,0,1,0,3
BEDIM,B,E,D,I,M,1,1,0,1,0,3
BEDYE,B,E,D,Y,E,1,1,0,0,1,3
BEEDI,B,E,E,D,I,1,1,0,0,0,2
BEEFS,B,E,E,F,S,1,1,0,0,1,3
BEEPS,B,E,E,P,S,1,1,0,0,1,3
BEERS,B,E,E,R,S,1,1,0,0,1,3
BEERY,B,E,E,R,Y,1,1,0,0,1,3
BEETS,B,E,E,T,S,1,1,0,1,1,4
BEFOG,B,E,F,O,G,1,1,0,0,0,2
BEGAD,B,E,G,A,D,1,1,0,1,1,4
BEGAR,B,E,G,A,R,1,1,0,1,0,3
BEGEM,B,E,G,E,M,1,1,0,1,0,3
BEGOB,B,E,G,O,B,1,1,0,0,0,2
BEGOT,B,E,G,O,T,1,1,0,0,0,2
BEGUM,B,E,G,U,M,1,1,0,0,0,2
BEIGE,B,E,I,G,E,1,1,1,0,1,4
BEIGY,B,E,I,G,Y,1,1,1,0,1,4
BEINS,B,E,I,N,S,1,1,1,1,1,5
BEIRA,B,E,I,R,A,1,1,1,0,1,4
BEISA,B,E,I,S,A,1,1,1,0,1,4
BEKAH,B,E,K,A,H,1,1,0,1,0,3
BELAH,B,E,L,A,H,1,1,0,1,0,3
BELAR,B,E,L,A,R,1,1,0,1,0,3
BELAY,B,E,L,A,Y,1,1,0,1,1,4
BELEE,B,E,L,E,E,1,1,0,1,1,4
BELGA,B,E,L,G,A,1,1,0,0,1,3
BELIT,B,E,L,I,T,1,1,0,1,0,3
BELLI,B,E,L,L,I,1,1,0,0,0,2
BELLO,B,E,L,L,O,1,1,0,0,0,2
BELLS,B,E,L,L,S,1,1,0,0,1,3
BELON,B,E,L,O,N,1,1,0,0,0,2
BELTS,B,E,L,T,S,1,1,0,1,1,4
BELVE,B,E,L,V,E,1,1,0,0,1,3
BEMAD,B,E,M,A,D,1,1,0,1,1,4
BEMAS,B,E,M,A,S,1,1,0,1,1,4
BEMIX,B,E,M,I,X,1,1,0,1,0,3
BEMUD,B,E,M,U,D,1,1,0,0,1,3
BENDS,B,E,N,D,S,1,1,1,0,1,4
BENDY,B,E,N,D,Y,1,1,1,0,1,4
BENES,B,E,N,E,S,1,1,1,1,1,5
BENET,B,E,N,E,T,1,1,1,1,0,4
BENGA,B,E,N,G,A,1,1,1,0,1,4
BENIS,B,E,N,I,S,1,1,1,1,1,5
BENJI,B,E,N,J,I,1,1,1,0,0,3
BENNE,B,E,N,N,E,1,1,1,1,1,5
BENNI,B,E,N,N,I,1,1,1,1,0,4
BENNY,B,E,N,N,Y,1,1,1,1,1,5
BENTO,B,E,N,T,O,1,1,1,1,0,4
BENTS,B,E,N,T,S,1,1,1,1,1,5
BENTY,B,E,N,T,Y,1,1,1,1,1,5
BEPAT,B,E,P,A,T,1,1,0,1,0,3
BERAY,B,E,R,A,Y,1,1,1,1,1,5
BERES,B,E,R,E,S,1,1,1,1,1,5
BERGS,B,E,R,G,S,1,1,1,0,1,4
BERKO,B,E,R,K,O,1,1,1,0,0,3
BERKS,B,E,R,K,S,1,1,1,0,1,4
BERME,B,E,R,M,E,1,1,1,0,1,4
BERMS,B,E,R,M,S,1,1,1,0,1,4
BEROB,B,E,R,O,B,1,1,1,0,0,3
BERYL,B,E,R,Y,L,1,1,1,0,0,3
BESAT,B,E,S,A,T,1,1,0,1,0,3
BESAW,B,E,S,A,W,1,1,0,1,0,3
BESEE,B,E,S,E,E,1,1,0,1,1,4
BESES,B,E,S,E,S,1,1,0,1,1,4
BESIT,B,E,S,I,T,1,1,0,1,0,3
BESOM,B,E,S,O,M,1,1,0,0,0,2
BESOT,B,E,S,O,T,1,1,0,0,0,2
BESTI,B,E,S,T,I,1,1,0,1,0,3
BESTS,B,E,S,T,S,1,1,0,1,1,4
BETAS,B,E,T,A,S,1,1,0,1,1,4
BETED,B,E,T,E,D,1,1,0,1,1,4
BETES,B,E,T,E,S,1,1,0,1,1,4
BETHS,B,E,T,H,S,1,1,0,0,1,3
BETID,B,E,T,I,D,1,1,0,1,1,4
BETON,B,E,T,O,N,1,1,0,0,0,2
BETTA,B,E,T,T,A,1,1,0,1,1,4
BETTY,B,E,T,T,Y,1,1,0,1,1,4
